ref,state,constituency,image_link,won status,votes,(votes),Name,Party Name
7449,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",won,570182,(+ 43283),JYOTSNA CHARANDAS MAHANT,Indian National Congress
7450,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,526899,( -43283),SAROJ PANDEY,Bharatiya Janata Party
7451,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,48587,( -521595),SHYAM SINGH MARKAM,Gondvana Gantantra Party
7452,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,11268,( -558914),NIRDOSH  KUMAR YADAV,Independent
7453,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,10739,( -559443),DUJRAM BOUDDH,Bahujan Samaj Party
7454,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,6182,( -564000),JAICHANDRA SONPAKAR,Independent
7455,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,5709,( -564473),PALAN SINGH,Independent
7456,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,4988,( -565194),KAMAL DEV,Bhartiya Shakti Chetna Party
7457,Chhattisgarh,KORBA(4),"['https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JYOTS-2024-4795.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHR-2024-4772.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHYAM-2024-20240423011707.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/NIRDO-2024-6422.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DUJRA-2024-4751.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/JAICH-2024-20240423012828.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PALAN-2024-20240423011907.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAMAL-2024-20240423012230.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/DILIP-2024-5627.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KAUSH-2024-6389.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRATA-2024-20240423011829.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SANTO-2024-6315.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/AMRIK-2024-6378.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJGU-2024-20240423012052.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHOBR-2024-5583.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/KALYA-2024-20240423012712.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAJES-2024-5634.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SUSHI-2024-20240423012431.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRASH-2024-20240423012141.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/REKHA-2024-5587.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PURUS-2024-6361.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/PRIYA-2024-5595.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/MAHEN-2024-20240423011945.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHEKH-2024-20240423012312.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHIVP-2024-20240423012522.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/SHANT-2024-5603.jpg', 'https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S26/RAMES-2024-20240423012614.jpg', 'img/nota.jpg']",lost,3902,( -566280),DILIP MIRI,Independent
