ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
2936,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/GEETA-2024-20240510061327.jpg,lost,68731,( -15787),GEETANJALI ROUTRAY,Biju Janata Dal
2937,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/NIRAN-2024-20240510065056.jpg,lost,7610,( -76908),NIRANJAN NAYAK,Indian National Congress
2938,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/JINMA-2024-20240510060047.jpg,lost,1303,( -83215),JINMAYEE SAHANI,Communist Party of India
2939,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SUJAT-2024-20240509032919.jpg,lost,501,( -84017),SUJATA MALLICK,Bahujan Samaj Party
2940,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/UMAKA-2024-20240508040500.jpg,lost,400,( -84118),UMAKANTA BHARAT,Independent
2941,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KRUPA-2024-20240513041244.jpg,lost,200,( -84318),KRUPASINDHU DAS,Independent
2942,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/ANOJK-2024-20240513035851.jpg,lost,197,( -84321),ANOJ KUMAR ROUT,Independent
2943,Odisha,Bijepur(2),img/nota.jpg,,491,( -84027),NOTA,None of the Above
2944,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/DURGA-2024-20240515040911.jpg,won,109653,(+ 33526),DURGA PRASAN NAYAK,Bharatiya Janata Party
2945,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/ATANU-2024-20240515040349.jpg,lost,76127,( -33526),ATANU SABYASACHI NAYAK,Biju Janata Dal
2946,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/LOKAN-2024-20240515041813.jpg,lost,3042,( -106611),LOKANATH MOHARATHY,Indian National Congress
2947,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/Adhir-2024-20240515035518.jpg,lost,873,( -108780),Adhir Nath Sarma,Bahujan Samaj Party
2948,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/DEBAS-2024-20240515041608.jpg,lost,695,( -108958),DEBASHIS DASH,Aam Aadmi Party
2949,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/RAJAK-2024-20240515041932.jpg,lost,189,( -109464),RAJAKISHORE PRADHAN,Independent
2950,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/DHIRE-2024-20240515042456.jpg,lost,169,( -109484),DHIREN DAS,Samajwadi Party
2951,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SUPRA-2024-20240515041039.jpg,lost,144,( -109509),SUPRAVA MALIK,National Apni Party
2952,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/CHITT-2024-20240515041856.jpg,lost,141,( -109512),CHITTARANJAN NAYAK,Independent
2953,Odisha,Bijepur(2),img/nota.jpg,,578,( -109075),NOTA,None of the Above
2954,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/PRAKA-2024-20240503053523.jpg,won,79542,(+ 3809),PRAKASH CHANDRA SETHI,Bharatiya Janata Party
2955,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/CHAND-2024-20240503020938.jpg,lost,75733,( -3809),CHANDRA SARATHI BEHERA,Biju Janata Dal
2956,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/RAMAC-2024-20240506040124.jpg,lost,7010,( -72532),RAMA CHANDRA GOCHHAYAT,Indian National Congress
2957,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/PARAM-2024-20240502021908.jpg,lost,678,( -78864),PARAMANANDA SETHI,Socialist Unity Centre Of India (COMMUNIST)
2958,Odisha,Bijepur(2),img/nota.jpg,,1071,( -78471),NOTA,None of the Above
2959,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/CHHAB-2024-20240513072343.jpg,won,90191,(+ 1452),CHHABI MALIK,Bharatiya Janata Party
2960,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/DRPR-2024-20240508061055.jpg,lost,88739,( -1452),DR. PRAMOD KUMAR MALLICK,Biju Janata Dal
2961,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/GITAN-2024-20240514084604.jpg,lost,7701,( -82490),GITANJALI MALLICK,Indian National Congress
2962,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/TRUPT-2024-20240510060316.jpg,lost,508,( -89683),TRUPTI RANJAN BEHERA,Independent
2963,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/ABHIM-2024-20240510055145.jpg,lost,408,( -89783),ABHIMANYU MALLICK,Independent
2964,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/BEDAP-2024-20240514083406.jpg,lost,363,( -89828),BEDAPRAKASH DAS,Bahujan Samaj Party
2965,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KRUSH-2024-20240509054456.jpg,lost,199,( -89992),KRUSHNA CHANDRA BEHERA,Independent
2966,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/DILLI-2024-20240514071503.jpg,lost,147,( -90044),DILLIP DAS,Jai Maha Bharath Party
2967,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/ARUPK-2024-20240513071509.jpg,lost,135,( -90056),ARUP KUMAR MALIK,SamruddhaOdisha
2968,Odisha,Bijepur(2),img/nota.jpg,,633,( -89558),NOTA,None of the Above
2969,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SAROJ-2024-20240506095747.jpg,won,62494,(+ 2765),SAROJ KUMAR PRADHAN,Bharatiya Janata Party
2970,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/PRADI-2024-20240506094949.jpg,lost,59729,( -2765),PRADIP KUMAR AMAT,Biju Janata Dal
2971,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/NABAK-2024-20240502024125.jpg,lost,9468,( -53026),NABA KUMAR MISHRA,Indian National Congress
2972,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SASTH-2024-20240502025605.jpg,lost,690,( -61804),SASTHA KUMAR PUROHIT,Indian Citizens' Party
2973,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SOMAN-2024-20240503073150.jpg,lost,675,( -61819),SOMANATH PUROHIT,Independent
2974,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/PRADI-2024-20240503074408.jpg,lost,562,( -61932),PRADIPA SAHU,Independent
2975,Odisha,Bijepur(2),img/nota.jpg,,1181,( -61313),NOTA,None of the Above
2976,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KANHA-2024-20240501042734.jpg,won,68356,(+ 7149),KANHAI CHARAN DANGA,Bharatiya Janata Party
2977,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/MAHID-2024-20240429050718.jpg,lost,61207,( -7149),MAHIDHAR RANA,Biju Janata Dal
2978,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SAROJ-2024-20240502052237.jpg,lost,7694,( -60662),SAROJ KUMAR PRADHAN,Indian National Congress
2979,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SUDHA-2024-20240503070244.jpg,lost,1024,( -67332),SUDHANSU DANGA,Independent
2980,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KUNJA-2024-20240502051441.jpg,lost,954,( -67402),KUNJA BIHARI SINGH,Manas Lokshakti Dal
2981,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SATYA-2024-20240502053910.jpg,lost,941,( -67415),SATYABRAT SAHU,Independent
2982,Odisha,Bijepur(2),img/nota.jpg,,1399,( -66957),NOTA,None of the Above
2983,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/UMACH-2024-20240506072917.jpg,won,53900,(+ 2858),UMA CHARAN MALLICK,Bharatiya Janata Party
2984,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/JAYAS-2024-20240506073717.jpg,lost,51042,( -2858),JAYASHREE KANHAR,Biju Janata Dal
2985,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/PRATI-2024-20240506072933.jpg,lost,23328,( -30572),PRATIVA KANHAR,Indian National Congress
2986,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/DEBEN-2024-20240429053813.jpg,lost,11896,( -42004),DEBENDRA KANHAR,Samajwadi Party
2987,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/DIPAN-2024-20240506073147.jpg,lost,1044,( -52856),DIPANJALI KANHAR,Bahujan Samaj Party
2988,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SUDHA-2024-20240506073943.jpg,lost,998,( -52902),SUDHANSU KUMAR KANHAR,Independent
2989,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/HIMMA-2024-20240506073028.jpg,lost,875,( -53025),HIMMASU KAHANRA,Independent
2990,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/BISWA-2024-20240506074854.jpg,lost,845,( -53055),BISWAMBAR KANHAR,Manas Lokshakti Dal
2991,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/TIKES-2024-20240506074835.jpg,lost,625,( -53275),TIKESWARA KANHAR,Independent
2992,Odisha,Bijepur(2),img/nota.jpg,,1894,( -52006),NOTA,None of the Above
2993,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SUDHI-2024-20240424020030.jpg,won,87890,(+ 18927),SUDHIR RANJAN PATTJOSHI,Bharatiya Janata Party
2994,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/PUSPE-2024-20240426105417.jpg,lost,68963,( -18927),PUSPENDRA SINGH DEO,Biju Janata Dal
2995,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/RASMI-2024-20240424014031.jpg,lost,41269,( -46621),RASMIREKHA ROUT,Indian National Congress
2996,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/TIRTH-2024-20240424111853.jpg,lost,2167,( -85723),TIRTHARAJ DURGA,Bahujan Samaj Party
2997,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/TANKA-2024-20240426104450.jpg,lost,1477,( -86413),TANKADHAR SABAR,All India Forward Bloc
2998,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SANTO-2024-20240426105517.jpg,lost,1270,( -86620),SANTOSH KUMAR BHOI,Samajwadi Party
2999,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/HEMAN-2024-20240424111707.jpg,lost,1269,( -86621),HEMANGINI HANS,Independent
3000,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/HERAM-2024-20240425045245.jpg,lost,1156,( -86734),HERAMBA SENAPATI,Independent
3001,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SOUMY-2024-20240425044027.jpg,lost,891,( -86999),SOUMYA RANJAN NAIK,Independent
3002,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/RUPAD-2024-20240426104517.jpg,lost,879,( -87011),RUPADHAR NAIK,Independent
3003,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/PRAHA-2024-20240426102341.jpg,lost,718,( -87172),PRAHALAD AGRAWAL,Independent
3004,Odisha,Bijepur(2),img/nota.jpg,,2105,( -85785),NOTA,None of the Above
3005,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/GOURI-2024-20240531085452.jpg,won,90895,(+ 25094),GOURI SHANKAR MAJHI,Bharatiya Janata Party
3006,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/KAUSA-2024-20240531084924.jpg,lost,65801,( -25094),KAUSALYA PRADHANI,Biju Janata Dal
3007,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/DILLI-2024-20240531085224.jpg,lost,40271,( -50624),DILLIP KUMAR PRADHANI,Indian National Congress
3008,Odisha,Bijepur(2),img/nota.jpg,,3472,( -87423),NOTA,None of the Above
3009,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/NARSI-2024-20240425031713.jpg,won,76748,(+ 3278),NARSING BHATRA,Bharatiya Janata Party
3010,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/RAMES-2024-20240424041921.jpg,lost,73470,( -3278),RAMESH CHANDRA MAJHI,Biju Janata Dal
3011,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/Harab-2024-20240425124941.jpg,lost,25577,( -51171),Harabati Gond,Indian National Congress
3012,Odisha,Bijepur(2),img/nota.jpg,,5514,( -71234),NOTA,None of the Above
3013,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/NITYA-2024-20240423013838.jpg,won,70170,(+ 10373),NITYANANDA GOND,Bharatiya Janata Party
3014,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/NABIN-2024-20240424032625.jpg,lost,59797,( -10373),NABINA NAYAK,Biju Janata Dal
3015,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SANRA-2024-20240426012350.jpg,lost,25026,( -45144),SANRAJ GOND,Indian National Congress
3016,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/DASAR-2024-20240423023538.jpg,lost,2789,( -67381),DASARATHA MAJHI,Independent
3017,Odisha,Bijepur(2),img/nota.jpg,,4076,( -66094),NOTA,None of the Above
3018,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/LAXMA-2024-20240429060011.jpg,won,90876,(+ 16344),LAXMAN BAG,Bharatiya Janata Party
3019,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/NAVEE-2024-20240502074707.jpg,lost,74532,( -16344),NAVEEN PATNAIK,Biju Janata Dal
3020,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SANTO-2024-20240430062531.jpg,lost,26839,( -64037),SANTOSH SINGH SALUJA,Indian National Congress
3021,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/DHANE-2024-20240501062704.jpg,lost,1903,( -88973),DHANESWAR MAJHI,Independent
3022,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/PANDA-2024-20240502080513.jpg,lost,1454,( -89422),PANDAB BHOI,Communist Party of India
3023,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SUDAM-2024-20240503082531.jpg,lost,1239,( -89637),SUDAM KALET,Ambedkarite Party of India
3024,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/ABHIR-2024-20240503083924.jpg,lost,1217,( -89659),ABHIRAM DHARUA,All India Forward Bloc
3025,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SURAT-2024-20240502081258.jpg,lost,1204,( -89672),SURATHA BEHERA,Independent
3026,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KAMAL-2024-20240501061430.jpg,lost,1127,( -89749),KAMAL KUMAR CHHATRIA,Independent
3027,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SOHAN-2024-20240503084721.jpg,lost,1092,( -89784),SOHAN SIPKA,Independent
3028,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/DEVEN-2024-20240430064805.jpg,lost,742,( -90134),DEVENDRA KUMAR JAIN,Koshal Mukti Morcha
3029,Odisha,Bijepur(2),img/nota.jpg,,1649,( -89227),NOTA,None of the Above
3030,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/NABIN-2024-20240505034202.jpg,won,97854,(+ 17399),NABIN KUMAR JAIN,Bharatiya Janata Party
3031,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/TUKUN-2024-20240505033604.jpg,lost,80455,( -17399),TUKUNI SAHU,Biju Janata Dal
3032,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/BIREN-2024-20240505033355.jpg,lost,18097,( -79757),BIRENDRA BAG,Indian National Congress
3033,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/ISWAR-2024-20240505033834.jpg,lost,1749,( -96105),ISWAR CHANDRA GURDA,Ambedkarite Party of India
3034,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SATYA-2024-20240505033937.jpg,lost,1211,( -96643),SATYANARAYAN BOHIDAR,Independent
3035,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/KHEMR-2024-20240505034550.jpg,lost,922,( -96932),KHEMRAJ AGRAWAL,Independent
3036,Odisha,Bijepur(2),img/nota.jpg,,2290,( -95564),NOTA,None of the Above
3037,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KANAK-2024-20240503074106.jpg,won,93823,(+ 1357),KANAK VARDHAN SINGH DEO,Bharatiya Janata Party
3038,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SAROJ-2024-20240503072153.jpg,lost,92466,( -1357),SAROJ KUMAR MEHER,Biju Janata Dal
3039,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/ANILM-2024-20240501044738.jpg,lost,26549,( -67274),ANIL MEHER,Indian National Congress
3040,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/JATIP-2024-20240501041730.jpg,lost,2633,( -91190),JATI PADHAN,Independent
3041,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/LABAS-2024-20240430062629.jpg,lost,2530,( -91293),LABA SUNA,Independent
3042,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/BALAR-2024-20240502080320.jpg,lost,2455,( -91368),BALARAM BAGARTY,Koshal Mukti Morcha
3043,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SAURI-2024-20240503075211.jpg,lost,1223,( -92600),SAURI KUMAR SAHU,Independent
3044,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/CHAIT-2024-20240502082554.jpg,lost,1169,( -92654),CHAITAN BAG,All India Forward Bloc
3045,Odisha,Bijepur(2),img/nota.jpg,,2460,( -91363),NOTA,None of the Above
3046,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/MUKES-2024-20240429044722.jpg,won,83313,(+ 18190),MUKESH MAHALING,Bharatiya Janata Party
3047,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/NIHAR-2024-20240503053309.jpg,lost,65123,( -18190),NIHAR RANJAN BEHERA,Biju Janata Dal
3048,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/OMPRA-2024-20240502040935.jpg,lost,32249,( -51064),OM PRAKASH KUMBHAR,Indian National Congress
3049,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/GOBIN-2024-20240501051848.jpg,lost,1655,( -81658),GOBINDA BIBHAR,Bahujan Samaj Party
3050,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SAROJ-2024-20240503055545.jpg,lost,1437,( -81876),SAROJ KUMAR SUNA,National Apni Party
3051,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KUBER-2024-20240503060005.jpg,lost,1161,( -82152),KUBER SUNA,Independent
3052,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/LALMA-2024-20240429050212.jpg,lost,894,( -82419),LALMAN NAG,Ambedkarite Party of India
3053,Odisha,Bijepur(2),img/nota.jpg,,2160,( -81153),NOTA,None of the Above
3054,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/2024/ac/E24/S18/64/1714548389pHOTOO.jpg,won,85680,(+ 21946),RAGHUNATH JAGADALA,Bharatiya Janata Party
3055,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/PADMA-2024-20240502060611.jpg,lost,63734,( -21946),PADMANABHA BEHERA,Biju Janata Dal
3056,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/2024/ac/E24/S18/64/1714535254PHOTO.jpg,lost,22576,( -63104),PRADIP KUMAR SETHY,Indian National Congress
3057,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/2024/ac/E24/S18/64/1714145421IMG20240426205427.jpg,lost,1839,( -83841),RADHAKANTA TANDI,Bahujan Samaj Party
3058,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/ASHRA-2024-20240430062338.jpg,lost,1018,( -84662),ASHRAYA MAHANANDA,Independent
3059,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/DAYAS-2024-20240429083843.jpg,lost,784,( -84896),DAYA SAGAR MAHANANDA,Independent
3060,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/PURAN-2024-20240503084819.jpg,lost,619,( -85061),PURAN LUHA,National Apni Party
3061,Odisha,Bijepur(2),img/nota.jpg,,1559,( -84121),NOTA,None of the Above
3062,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/AGAST-2024-20240503024723.jpg,won,93629,(+ 15063),AGASTI BEHERA,Bharatiya Janata Party
3063,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/SUSAN-2024-20240503012914.jpg,lost,78566,( -15063),SUSANTA KUMAR BEHERA,Biju Janata Dal
3064,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/NAROT-2024-20240504042849.jpg,lost,3681,( -89948),NAROTTAM NAYAK,Indian National Congress
3065,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/BHARA-2024-20240501013732.jpg,lost,820,( -92809),BHARAT KUMAR NAIK,Socialist Unity Centre Of India (COMMUNIST)
3066,Odisha,Bijepur(2),img/nota.jpg,,1370,( -92259),NOTA,None of the Above
3067,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/PRATA-2024-20240509055518.jpg,won,88868,(+ 17433),PRATAP CHANDRA PRADHAN,Bharatiya Janata Party
3068,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SANJU-2024-20240509055553.jpg,lost,71435,( -17433),SANJUKTA SINGH,Biju Janata Dal
3069,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/AMBIK-2024-20240509055447.jpg,lost,6653,( -82215),AMBIKA BHATTA,Indian National Congress
3070,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/MANDO-2024-20240509055339.jpg,lost,815,( -88053),MANDODARI RAUL,Socialist Unity Centre Of India (COMMUNIST)
3071,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/BABUL-2024-20240509055503.jpg,lost,484,( -88384),BABULA SAHU,Independent
3072,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SANTO-2024-20240509055315.jpg,lost,459,( -88409),SANTOSH KUMAR NAIK,Independent
3073,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/BRAJA-2024-20240509055535.jpg,lost,441,( -88427),BRAJA KISHORE NAHAK,Independent
3074,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/HARIH-2024-20240509055426.jpg,lost,336,( -88532),HARIHARA NAIK,Republican Party of India (Athawale)
3075,Odisha,Bijepur(2),img/nota.jpg,,1326,( -87542),NOTA,None of the Above
3076,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/ASHOK-2024-20240504032651.jpg,won,71560,(+ 7563),ASHOK MOHANTY,Bharatiya Janata Party
3077,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/MUKES-2024-20240504032736.jpg,lost,63997,( -7563),MUKESH KUMAR PAL,Biju Janata Dal
3078,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/FAKIR-2024-20240502050515.jpg,lost,6444,( -65116),FAKIR MOHAN SAMAL,Indian National Congress
3079,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/JAGAN-2024-20240504032434.jpg,lost,908,( -70652),JAGANNATH DEHURY,Manas Lokshakti Dal
3080,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/KHAGE-2024-20240502054810.jpg,lost,830,( -70730),KHAGESWAR NAIK,Bahujan Samaj Party
3081,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s18/PARAM-2024-20240501041339.jpg,lost,695,( -70865),PARAMANANDA SAHOO,Socialist Unity Centre Of India (COMMUNIST)
3082,Odisha,Bijepur(2),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S18/SATYA-2024-20240504032624.jpg,lost,579,( -70981),SATYAPRAKASH MISHRA,Independent
